document_name,date,start_page,end_page,content,author,is_vocabulary
The Organized Mind ,2021-11-28 11:28:23,66,66,"The fact that we still do this today, with all our advanced scientifc knowledge, underscores the utility and innateness of functional categories", Daniel J,False
The Organized Mind ,2021-11-28 11:37:00,71,71,"We humans are hardwired to enjoy knowledge, in particular knowledge that comes through the senses. And we are hardwired to impose structure on this sensory knowledge, to turn it this way and that, to view it from diferent angles, and try to ft it into multiple neural frameworks. This is the essence of human learning.", Daniel J,False
The Organized Mind ,2021-11-28 11:44:29,73,73,cabinet or on a computer. Active, Daniel J,False
The Organized Mind ,2021-11-28 11:44:35,73,73,Active sorting is a powerful way to prevent, Daniel J,False
The Organized Mind ,2021-11-28 11:44:53,74,74,"yourself from being distracted. It creates and fosters great eficiencies, not just practical eficiencies but intellectual ones. After you have prioritized and you start working, knowing that what you are doing is the most important thing for you to be doing at that moment is surprisingly powerful. Other things can wait—this is what you can focus on without worrying that you’re forgetting something", Daniel J,False
The Organized Mind ,2021-11-28 11:45:49,74,74,"The information you need is in the physical pile there, not crowded in your head up here", Daniel J,False
The Organized Mind ,2021-11-28 23:11:41,74,74,A Gibsonian afordance describes an object whose design features tell you something about how to use it, Daniel J,False
The Organized Mind ,2021-11-28 23:12:18,74,74,Evita tener que recordar como utilizarlo, Daniel J,False
The Organized Mind ,2021-11-28 23:14:20,76,76,"The organized mind creates afordances and categories that allow for low-efort navigation through the world of car keys, cell phones, and hundreds of daily details, and it also will help us make", Daniel J,False
The Organized Mind ,2021-11-28 23:18:31,79,79,"Daydreaming and mind-wandering, we now know, are a natural state of the brain", Daniel J,False
The Organized Mind ,2021-11-28 23:19:24,79,79,"This stay-on-task mode is the other dominant mode of attention, and it is responsible for so many high-level things we do that researchers have named it “the central executive", Daniel J,False
The Organized Mind ,2021-11-28 23:20:06,80,80,"When we pay attention to one thing, we are necessarily taking attention away from something else.", Daniel J,False
The Organized Mind ,2021-11-28 23:25:43,83,83,"In addition to the mind-wandering mode, the central executive, and the attentional flter, there’s a fourth component of the attentional system that allows us to switch between the mind-wandering mode and the central executive mode", Daniel J,False
The Organized Mind ,2021-11-28 23:26:09,84,84,the attentional switch, Daniel J,False
The Organized Mind ,2021-11-28 23:26:37,84,84,"like a well-oiled switch, and in others like a rusty old gate. But switch it does, and if it is called upon to switch too much or too often, we feel tired and a bit dizzy, as though we were see-sawing too rapidly", Daniel J,False
The Organized Mind ,2021-11-28 23:29:58,86,86,"But neuroscientists are increasingly appreciating that consciousness is not an all-or-nothing state; rather, it is a continuum of diferent states", Daniel J,False
The Organized Mind ,2021-11-28 23:32:11,87,87,"Most of them are running in the background. When that neural activity reaches a certain threshold, you become aware of it, and we call that consciousness", Daniel J,False
The Organized Mind ,2021-11-28 23:32:47,88,88,"To recap, there are four components in the human attentional system: the mind-wandering mode, the central executive mode, the attentional flter, and the attentional switch, which directs neural and metabolic resources among the mind-wandering, stay-on-task, or vigilance modes", Daniel J,False
The Organized Mind ,2021-11-29 16:12:48,89,89,"To stay in the mind-wandering mode, a precise balance must be maintained between the excitatory neurotransmitter glutamate and the inhibitory neurotransmitter GABA (gamma-Aminobutyric acid)", Daniel J,False
The Organized Mind ,2021-11-29 16:13:54,89,89,Its chemical action includes modulating levels of dopamine in the frontal lobes, Daniel J,False
The Organized Mind ,2021-11-29 16:13:59,89,89,The central executive network recruits neurons in diferent parts of the prefrontal cortex and the cingulate, Daniel J,False
The Organized Mind ,2021-11-29 16:14:11,89,89,"Sustained attention also depends on noradrenaline and acetylcholine, especially in distracting environments—this is the chemistry underlying the concentration it takes to focus", Daniel J,False
The Organized Mind ,2021-11-29 16:14:27,89,89,"And while you’re focusing attention on the task at hand, acetylcholine in the right prefrontal cortex helps to improve the quality of the work done by the attentional flter. Acetylcholine density in the brain changes rapidly—at the subsecond level—and its", Daniel J,False
The Organized Mind ,2021-11-29 16:14:41,90,90,"release is tied to the detection of something you’re searching for. Acetylcholine also plays a role in sleep: It reaches a peak during REM sleep, and helps to", Daniel J,False
The Organized Mind ,2021-11-29 16:14:46,90,90,"release is tied to the detection of something you’re searching for. Acetylcholine also plays a role in sleep: It reaches a peak during REM sleep, and helps to prevent outside inputs from disturbing your dreaming", Daniel J,False
The Organized Mind ,2021-11-29 16:16:25,90,90,"The attentional flter (or Where’s Waldo? network) is controlled in part by neurons with nicotinic receptors located in a part of the brain called the substantia innominata. Nicotinic receptors are so named because they respond to nicotine, whether smoked or chewed, and they’re spread throughout the brain. For all the problems it causes to our overall health, it’s well established that nicotine can improve the rate of signal detection when a person has been misdirected—that is, nicotine creates a state of vigilance that allows one to become more detail oriented and less dependent on topdown expectations", Daniel J,False
The Organized Mind ,2021-11-29 16:17:56,91,91,"The attentional switch that Vinod Menon and I located in the insula helps to turn the spotlight of attention from one thing to another, and is governed by noradrenaline and cortisol (the stress hormone)", Daniel J,False
The Organized Mind ,2021-11-29 16:18:13,91,91,"The attentional switch that Vinod Menon and I located in the insula helps to turn the spotlight of attention from one thing to another, and is governed by noradrenaline and cortisol (the stress hormone). Higher levels of dopamine here and in surrounding tissue appear to enhance the functioning of the mind-wandering network", Daniel J,False
The Organized Mind ,2021-11-29 16:18:59,91,91,Teber niveles altos de cortisol y noradrenalina mejoran el focus mode, Daniel J,False
The Organized Mind ,2021-11-29 16:19:21,92,92,stark, Daniel J,True
The Organized Mind ,2021-11-29 16:20:24,92,92,This applies just as well to the four parts of the attentional system—any or all of them can be partially functioning. This is likely responsible for a great proportion of things we misplace or lose: The part of our brain that should be attending to where we put them is either asleep or distracted by something else. It’s what happens when we miss something we’re searching for or look right at it and don’t recognize it; it happens when we’re daydreaming and it takes us a beat to shift back to alertness, Daniel J,False
The Organized Mind ,2021-11-29 16:20:36,92,92,The part of our brain that should be attending to where we put them is either asleep or distracted by something else, Daniel J,False
The Organized Mind ,2021-11-29 16:21:17,92,92,Es posible que una parte del cerebro que este ligada a la cobcebtracion este dormida sin darnos cuenta, Daniel J,False
The Organized Mind ,2021-11-29 16:31:10,93,93,"When we experience any event, a unique network of neurons is activated depending on the nature of the event. Watching a sunset? Visual centers that represent shadows and light, pink, orange, and yellow are activated. That same sunset a half hour earlier or later looks diferent, and so invokes correspondingly diferent neurons for representing it. Watching a tennis game? Neurons fre for face recognition for the players, motion detection for the movements of their bodies, the ball, the rackets, while higher cognitive centers keep track of", Daniel J,False
The Organized Mind ,2021-11-29 16:31:24,94,94,"Each of our thoughts, perceptions, and experiences has a unique neural correlate—if it didn’t, we would perceive the events as identical; it is the diference in neuronal activations that allows us to distinguish events from one another", Daniel J,False
The Organized Mind ,2021-11-29 16:32:36,94,94,"Memory is fction. It may present itself to us as fact, but it is highly susceptible to distortion. Memory is not just a replaying, but a rewriting", Daniel J,False
The Organized Mind ,2021-11-29 16:34:29,95,95,"Your memory merges similar events not only because it’s more eficient to do so, but also because this is fundamental to how we learn things—our brains extract abstract rules that tie experiences together", Daniel J,False
The Organized Mind ,2021-11-29 16:35:30,96,96,sift, Daniel J,True
The Organized Mind ,2021-11-29 16:36:08,96,96,"A key principle, then, is that memory retrieval requires our brains to sift through multiple, competing instances to pick out just the ones we are trying to recollect", Daniel J,False
The Organized Mind ,2021-11-29 16:37:14,96,96,Entre mas particular el evento es mas facil de recordar. Entre mas usual se vuelvd mas generico para la memoria y todos los eventos similares se mezclan y es mas complicado discenarlos entre ellos, Daniel J,False
The Organized Mind ,2021-11-29 16:38:11,97,97,"Evolutionarily, it makes sense for us to remember unique or distinctive events because they represent a potential change in the world around us or a change in our understanding of it—we need to register these in order to maximize our chances for success in a changing environment", Daniel J,False
The Organized Mind ,2021-11-29 16:38:18,97,97,"The second principle of memory concerns emotions. If something made us incredibly frightened, elated, sad, or angry—four of the primary human emotions—we’re more likely to remember it", Daniel J,False
The Organized Mind ,2021-11-29 16:41:23,101,101,primacy efect of memory: We tend to remember best the frst entry on a list, Daniel J,False
The Organized Mind ,2021-11-29 16:41:34,101,101,"recency efect: We tend to remember the most recent items we encountered on a list, but not as well as the frst item", Daniel J,False
The Organized Mind ,2021-11-29 16:42:44,101,101,"The same principle is at work here; by presenting a number of words that are related to the idea of sleep, the word sleep became activated in your brain", Daniel J,False
The Organized Mind ,2021-11-29 16:43:23,102,102,"Psychologist Elizabeth Loftus showed videos of a minor car accident to participants in an experiment. Later, she asked half of them, “How fast were the cars going when they hit each other?” and she asked the other half, “How fast were the cars going when they smashed into each other?” There were dramatically diferent estimates of speed, depending on that one word (smashed versus hit). She then had the participants back one week later and asked, “Was there any broken glass at the scene?” (There was no broken glass in the video.) People were more than twice as likely to respond yes to the question if they had been asked, a week earlier, about the cars’ speed with the word smashed in the question", Daniel J,False
The Organized Mind ,2021-11-29 23:22:54,104,104,"As we specialize or gain expert knowledge, we tend to drop down to the subordinate level in our everyday conversation", Daniel J,False
The Organized Mind ,2021-11-29 23:23:36,104,104,"The ability to go back and forth between these modes of focus, to change lenses from the collective to the individual, is a feature of the mammalian attentional system, and highlights the hierarchical nature of the central executive", Daniel J,False
The Organized Mind ,2021-11-29 23:28:12,107,107,"To categorize an object means to consider it equivalent to other things in that category, and diferent—along some salient dimension— from things that are not", Daniel J,False
The Organized Mind ,2021-11-29 23:30:28,109,109,"The point is that when we use preexisting categories, or create new ones, there are often clear exemplars of objects that obviously belong to or are central to the category, and other cases that don’t ft as well. This ability to recognize diversity and organize it into categories is a biological reality that is absolutely essential to the organized human mind", Daniel J,False
The Organized Mind ,2021-11-29 23:31:19,109,109,"How are categories formed in our brains? Generally, there are three ways. First, we categorize them based on either gross or fne appearance", Daniel J,False
The Organized Mind ,2021-11-29 23:31:52,110,110,"A second way we categorize is based on functional equivalence when objects lack similarity of appearance. In a pinch, you can use a crayon to write a note—it becomes functionally equivalent to a pen or pencil", Daniel J,False
The Organized Mind ,2021-11-29 23:32:54,110,110,A third way we categorize is in conceptual categories that address particular situations, Daniel J,False
The Organized Mind ,2021-11-29 23:36:22,112,112,"This research has shown that the categories we form are real, biological entities, with specifc locations in the brain.", Daniel J,False
The Organized Mind ,2021-11-29 23:40:23,114,114,Wittgenstein concluded that something is a game when it has a family resemblance to other games., Daniel J,False
The Organized Mind ,2021-11-29 23:40:29,114,114,"cofee. A classic case of a fuzzy category is “game,” and the twentieth-century philosopher Ludwig Wittgenstein spent a great deal of time thinking about it, concluding that there was no list of attributes that could unambiguously defne the category. Is a game something you do for leisure? That defnition would exclude professional football and the Olympic Games. Something you do with other people? That lets out solitaire. An activity done for fun, and bound by certain rules, that is sometimes practiced competitively for fans to watch? That lets out the children’s game Ring around the Rosies, which is not competitive, nor does it have any rules, yet really does seem like a game. Wittgenstein concluded that something is a game when it has a family resemblance to other games.", Daniel J,False
The Organized Mind ,2021-11-29 23:43:13,116,116,"As we think about organizing our lives and the spaces we inhabit, creating categories and bins for things is an act of cognitive economy", Daniel J,False
The Organized Mind ,2021-11-30 22:41:30,118,118,"Every time any thought intrudes on what you’re doing, you write it down", Daniel J,False
The Organized Mind ,2021-11-30 22:42:13,118,118,Idea. Tener un cuaderno de notas consigo siempre para que al distraerme lo escriba en un papel, Daniel J,False
The Organized Mind ,2021-11-30 22:42:51,119,119,"The problem is that it works too well, keeping items in rehearsal until we attend to them. Writing them down gives both implicit and explicit permission to the rehearsal loop to let them go, to relax its neural circuits so that we can focus on something else", Daniel J,False
The Organized Mind ,2021-11-30 22:44:51,120,120,"For the 3 x 5 system to work best, the rule is one idea or task per card—this ensures that you can easily fnd it and dispose of it when it’s been dealt with. One piece of information per card allows for rapid sorting and resorting, and it provides random access, meaning that you can access any idea on its own, take it out of the stack without dislocating another idea, and put it adjacent in the stack to similar ideas. Over time, your idea of what is similar or what binds diferent ideas together may change, and this system—because it is random and not sequential— allows for that fexibility.", Daniel J,False
The Organized Mind ,2021-11-30 22:46:53,121,121,"Once you have a stack of index cards, you make it a point to sort them regularly. When there are a small number, you simply put them in the order in which you need to deal with them. With a larger number, you assign the index cards to categories. A modifed version of the system that Ed Littlefeld had me use for sorting his mail works", Daniel J,False
The Organized Mind ,2021-11-30 22:47:14,122,122,David Allen recommends this mnemonic for fne sorting your To Do list into four actionable categories: Do it Delegate it Defer it Drop it, Daniel J,False
The Organized Mind ,2021-11-30 22:47:54,122,122,"Allen suggests the two-minute rule: If you can attend to one of the things on your list in less than two minutes, do it now (he recommends setting aside a block of time every day, thirty minutes for example, just to deal with these little tasks, because they can accumulate quickly to the point of overload). If a task can be done by someone else, delegate it. Anything that takes more than two minutes to deal with, you defer. You might be deferring only until later today, but you defer it long enough to get through your list of twominute tasks. And there are some things that just aren’t worth your time anymore—priorities change. While going through the daily scan of your index cards, you can decide to drop them", Daniel J,False
The Organized Mind ,2021-11-30 22:52:18,125,125,the problem with making decisions is that we are often making them under conditions of uncertainty., Daniel J,False
The Organized Mind ,2021-11-30 22:52:35,125,125,"If more information will remove that uncertainty, then fgure out what that information is and how to obtain it, then—to keep the system working for you—put it on an index card.", Daniel J,False
The Organized Mind ,2021-11-30 22:53:10,125,125,"The essential point here is that during your daily sweep through the cards, you have to do something with that index card—you do something about it now, you put it in your abeyance pile, or you generate a new task that will help to move this project forward.", Daniel J,False
The Organized Mind ,2021-11-30 22:54:32,126,126,"As humble and low-tech as it may seem, the 3 x 5 card system is powerful. That is because it builds on the neuroscience of attention, memory, and categorization. The task-negative or mind-wandering mode is responsible for generating much useful information, but so much of it comes at the wrong time. We externalize our memory by putting that information on index cards. We then harness the power of the brain’s intrinsic and evolutionarily ancient desire to categorize by creating little bins for those external memories, bins that we can peer into whenever our central executive network wishes to. You might say categorizing and externalizing our memory enables us to balance the yin of our wandering thoughts with the yang of our focused execution", Daniel J,False
The Organized Mind ,2021-11-30 22:58:08,129,129,"Three out of four Americans report their garages are too full to put a car into them. Women’s cortisol levels (the stress hormone) spike when confronted with such clutter (men’s, not so much). Elevated cortisol levels can lead to chronic cognitive impairment", Daniel J,False
The Organized Mind ,2021-11-30 22:58:13,129,129,"Three out of four Americans report their garages are too full to put a car into them. Women’s cortisol levels (the stress hormone) spike when confronted with such clutter (men’s, not so much). Elevated cortisol levels can lead to chronic cognitive impairment,", Daniel J,False
The Organized Mind ,2021-11-30 22:58:20,129,129,"Three out of four Americans report their garages are too full to put a car into them. Women’s cortisol levels (the stress hormone) spike when confronted with such clutter (men’s, not so much). Elevated cortisol levels can lead to chronic cognitive impairment, fatigue, and suppression of the body’s immune system", Daniel J,False
The Organized Mind ,2021-12-02 23:47:16,134,134,The task of organizational systems is to provide maximum information with the least cognitive efort, Daniel J,False
The Organized Mind ,2021-12-02 23:49:39,135,135,we’ve discovered that there are dedicated cells in the hippocampus (called dentate granule cells) to encode memories for specifc places. Place memory evolved over, Daniel J,False
The Organized Mind ,2021-12-02 23:49:59,135,135,It’s not only vast but exquisitely accurate for stationary things that are important to our survival. What it’s not so good at is keeping track of things that move from place to place, Daniel J,False
The Organized Mind ,2021-12-02 23:51:08,136,136,One of the big rules in not losing things is the rule of the designated place, Daniel J,False
The Organized Mind ,2021-12-02 23:55:44,139,139,"all the time to get a pair of scissors, they buy an extra pair. It might seem like cluttering rather than organizing, but buying duplicates of things that you use frequently and in diferent locations helps to prevent you from losing them", Daniel J,False
The Organized Mind ,2021-12-02 23:56:47,139,139,"Be sure that when you untether them, they go back to their one spot; the system collapses if you have several spots", Daniel J,False
The Organized Mind ,2021-12-02 23:56:54,139,139,Either one of these overall strategies—providing duplicates or creating a rigidly defned special spot—works, Daniel J,False
The Organized Mind ,2021-12-02 23:57:15,140,140,"For these, the best strategy is to harness the power of the hippocampus rather than trying to fght it: Designate a specifc location in your house that will be home to these objects. Be strict about adhering to it.", Daniel J,False
The Organized Mind ,2021-12-02 23:57:21,140,140,"The system doesn’t work for things you can’t duplicate, like your keys, computer, iPad, the day’s mail, or your cell phone. For these, the best strategy is to harness the power of the hippocampus rather than trying to fght it: Designate a specifc location in your house that will be home to these objects. Be strict about adhering to it.", Daniel J,False
The Organized Mind ,2021-12-02 23:59:10,140,140,"Thus, in fact, many creative people fnd the time to be creative precisely because of such systems unburdening and uncluttering their minds.", Daniel J,False
The Organized Mind ,2021-12-03 00:00:13,141,141,inefably, Daniel J,True
The Organized Mind ,2021-12-03 00:00:42,141,141,"Finding things without rummaging saves mental energy for more important creative tasks. It is in fact physiologically comforting to avoid the stress of wondering whether or not we’re ever going to fnd what we’re looking for. Not fnding something thrusts the mind into a fog of confusion, a toxic vigilance mode that is neither focused nor relaxed. The more carefully constructed your categories, the more organized is your environment and, in turn, your mind", Daniel J,False
The Organized Mind ,2021-12-03 00:01:47,142,142,"The key to creating useful categories in our homes is to limit the number of types of things they contain to one or at most four types of things (respecting the capacity limitations of working memory). This is usually easy to do. If you’ve got a kitchen drawer that contains cocktail napkins, shish kebab skewers, matches, candles, and coasters, you can conceptualize it as “things for a party.”", Daniel J,False
The Organized Mind ,2021-12-03 00:05:44,144,144,"In a well-organized system, there is a balance between category size and category specifcity", Daniel J,False
The Organized Mind ,2021-12-03 00:06:15,144,144,maintain the kind of fexibility that lets you create “everything else” categories—a junk drawer, Daniel J,False
The Organized Mind ,2021-12-03 00:07:04,144,144,"Two neurologically based steps for setting up home information systems are, frst, the categories you create need to refect how you use and interact with your possessions. That is, the categories have to be meaningful", Daniel J,False
The Organized Mind ,2021-12-03 00:07:20,145,145,"Second, avoid putting too many dissimilar items into a drawer or folder unless you can come up with an overarching theme", Daniel J,False
The Organized Mind ,2021-12-03 00:08:48,145,145,A mislabeled item or location is worse than an unlabeled item., Daniel J,False
The Organized Mind ,2021-12-03 00:08:50,145,145,"With mislabeled drawers, you don’t know which ones you can trust and which ones you can’t", Daniel J,False
The Organized Mind ,2021-12-03 00:09:16,146,146,"If there is an existing standard, use it", Daniel J,False
The Organized Mind ,2021-12-03 00:09:24,146,146,"If you don’t need it or it’s broken and unfxable, get rid of it", Daniel J,False
The Organized Mind ,2021-12-03 00:12:04,148,148,"Create diferent desktop patterns on them so that the visual cues help to remind you, and put you in the proper placememory context, of each computer’s domain", Daniel J,False
The Organized Mind ,2021-12-03 00:12:17,148,148,"If you’re working on two completely separate projects, dedicate one desk or table or section of the house for each. Just stepping into a diferent space hits the reset button on your brain and allows for more productive and creative thinking", Daniel J,False
The Organized Mind ,2021-12-03 00:12:34,148,148,"Short of owning two or three separate computers, technology now allows for portable pocket drives that hold your entire hard disk—you can plug in a “leisure” pocket drive, a “work” pocket drive, or a “personal fnance” pocket drive", Daniel J,False
The Organized Mind ,2021-12-03 23:20:33,152,152,"Looking for the warranty and receipt on your Orvis fshing tackle jacket? Search Excel for Orvis, click on the cell, and you have the receipt ready to e-mail to the Customer Service Department. It’s not just fnancial documents that can be linked this way. In a Word document in which you’re citing research papers, you can create live links to those papers on your hard disk, a company server, or in the cloud", Daniel J,False
The Organized Mind ,2021-12-03 23:22:23,153,153,"Earl Miller, a neuroscientist at MIT and one of the world experts on divided attention, says that our brains are “not wired to multi-task well. . . . When people think they’re multitasking, they’re actually just switching from one task to another very rapidly. And every time they do, there’s a cognitive cost in doing so.", Daniel J,False
The Organized Mind ,2021-12-03 23:24:02,154,154,"Instead of reaping the big rewards that come from sustained, focused efort, we instead reap empty rewards from completing a thousand little sugarcoated tasks", Daniel J,False
The Organized Mind ,2021-12-03 23:24:06,154,154,"Multitasking creates a dopamine-addiction feedback loop, efectively rewarding the brain for losing focus and for constantly searching for external stimulation", Daniel J,False
The Organized Mind ,2021-12-03 23:25:27,155,155,"Just having the opportunity to multitask is detrimental to cognitive performance. Glenn Wilson of Gresham College, London, calls it infomania. His research found that being in a situation where you are trying to concentrate on a task, and an e-mail is sitting unread in your inbox, can reduce your efective IQ by 10 points. And although people claim many benefts to marijuana, including enhanced creativity and reduced pain and stress, it is well documented that its chief ingredient, cannabinol, activates dedicated cannabinol receptors in the brain and interferes profoundly with memory and with our ability to concentrate on several things at once", Daniel J,False
The Organized Mind ,2021-12-03 23:25:58,155,155,"Russ Poldrack, a neuroscientist at Stanford, found that learning information while multitasking causes the new information to go to the wrong part of the brain. If students study and watch TV at the same time, for example, the information from their schoolwork goes into the striatum, a region specialized for storing new procedures and skills, not facts and ideas. Without the distraction of TV, the information goes into the hippocampus, where it is organized and categorized in a variety of ways, making it easier to retrieve it. MIT’s Earl Miller adds, “People can’t do [multitasking] very well, and when they say they can, they’re deluding themselves.” And it turns out the brain is very good at this deluding business", Daniel J,False
The Organized Mind ,2021-12-03 23:26:16,156,156,"And the kind of rapid, continual shifting we do with multitasking causes the brain to burn through fuel so quickly that we feel exhausted and disoriented after even a short time", Daniel J,False
The Organized Mind ,2021-12-04 23:07:28,156,156,"By contrast, staying on task is controlled by the anterior cingulate and the striatum, and once we engage the central executive mode, staying in that state uses less energy than multitasking and actually reduces the brain’s need for glucose.", Daniel J,False
The Organized Mind ,2021-12-04 23:12:14,159,159,"We compulsively check our e-mail in part because we don’t know whether the next message will be for leisure/amusement, an overdue bill, a “to do,” a query . . . something you can do now, later, something life-changing, something irrelevant. This uncertainty wreaks havoc with our rapid perceptual categorization system, causes stress, and leads to decision overload", Daniel J,False
The Organized Mind ,2021-12-04 23:14:49,160,160,"Add to that the social expectation that an unanswered text feels insulting to the sender, and you’ve got a recipe for addiction: You receive a text, and that activates your novelty centers. You respond and feel rewarded for having completed a task (even though that task was entirely unknown to you ffteen seconds earlier). Each of those delivers a shot of dopamine as your limbic system cries out “More! More! Give me more!", Daniel J,False
The Organized Mind ,2021-12-04 23:16:02,160,160,"This structure regulates dopamine production and is the region that “lights up” when gamblers win a bet, drug addicts take cocaine, or people have orgasms—Olds and Milner called it the pleasure center. A lever in the cage allowed the rats to send a small electrical signal directly to their nucleus accumbens. Do you think they liked it? Boy howdy! They liked it so much that they did nothing else. They forgot all about eating and sleeping. Long after they were hungry, they ignored tasty food if they had a chance to press that little chrome bar; they even ignored the opportunity for sex. The rats just pressed the lever over and over again, until they died of starvation and exhaustion", Daniel J,False
The Organized Mind ,2021-12-04 23:16:39,161,161,"Make no mistake: E-mail, Facebook, and Twitter checking constitute a neural addiction", Daniel J,False
The Organized Mind ,2021-12-04 23:16:55,161,161,"For one, set aside certain times of day when you’ll do e-mail. Experts recommend that you do e-mail only two or three times a day, in concerted clumps rather than as they come in", Daniel J,False
The Organized Mind ,2021-12-04 23:22:17,164,164,"A clever formula for generating passwords is to think of a sentence you’ll remember, and then use the frst letters of each word of the sentence", Daniel J,False
The Organized Mind ,2021-12-04 23:23:04,165,165,", all you have to write down on a piece of paper are the deviations from the standard formula. Because you haven’t written down the actual formula, you’ve added an extra layer of security in case someone discovers", Daniel J,False
The Organized Mind ,2021-12-04 23:25:08,167,167,"Daniel Kahneman recommends taking a proactive approach: Think of the ways you could lose things and try to set up blocks to prevent them. Then, set up fail-safes, which include things like:", Daniel J,False
The Organized Mind ,2021-12-06 22:56:18,174,174,"Creating your own miniature hardware store all at once is a big savings on time and energy, compared to buying things piecemeal as you need them", Daniel J,False
The Organized Mind ,2021-12-06 22:57:31,175,175,"We need to be proactive about reducing stress by doing things that reset our working brains—experiencing nature and art, allowing the mind-wandering mode to kick in regularly, and spending time with friends", Daniel J,False
The Organized Mind ,2021-12-07 22:53:10,189,189,"David Gold, regional medical product specialist for Pfzer, uses a related technique. “Suppose I met Dr. Ware in 2008. I write down what we talked about in a note app on my phone and e-mail it to myself. Then if I see him again in 2013, I can say ‘Remember we were talking about naltrexone or such-and-such.’” This not only provides context to interactions, but continuity. It grounds and organizes the minds of both parties, and so, too, the interaction", Daniel J,False
The Organized Mind ,2021-12-07 22:57:01,191,191,"Linda, the executive assistant introduced in the last chapter, suggests one practical solution for staying in touch with a vast array of friends and social contacts—use a tickler. A tickler is a reminder, something that tickles your memory. It works best as a note in your paper or electronic calendar. You set a frequency—say every two months—that you want to check in with friends. When the reminder goes of, if you haven’t been in touch with them since the last time, you send them a note, text, phone call, or Facebook post just to check in. After a few of these, you’ll fnd you settle into a rhythm and begin to look forward to staying in touch this way; they may even start to call you reciprocally", Daniel J,False
The Organized Mind ,2021-12-07 23:05:08,197,197,"When the frontal lobes are damaged—from injury, stroke, Alzheimer’s, or a tumor, for example—agreeableness is often among the frst things to go, along with impulse control and emotional stability", Daniel J,False
The Organized Mind ,2021-12-07 23:11:24,201,201,"We know from behavioral economics—and decisions involving cars, appliances, houses, and yes, even potential mates—that consumers can’t keep track of more than two or three variables of interest when evaluating a large number of alternatives", Daniel J,False
The Organized Mind ,2021-12-08 22:40:07,213,213,"great contribution of Grice and Searle was that they organized the exchanges, putting them into a system whereby we can analyze and understand how they function", Daniel J,False
The Organized Mind ,2021-12-08 22:40:30,210,210,"Grice systematized and categorized the various rules by which ordinary, cooperative speech is conducted, helping to illuminate the mechanisms by which indirect speech acts work. The four Gricean maxims are: 1. Quantity. Make your contribution to the conversation as informative as required. Do not make your contribution more informative than is required. 2. Quality. Do not say what you believe to be false. Do not say that for which you lack adequate evidence. 3. Manner. Avoid obscurity of expression (don’t use words that your intended hearer doesn’t know). Avoid ambiguity. Be brief (avoid unnecessary prolixity). Be orderly. 4. Relation. Make your contribution relevant.", Daniel J,False
The Organized Mind ,2021-12-08 22:40:52,210,210,Requisitos para hacer un speech cooperativo, Daniel J,False
The Organized Mind ,2021-12-08 22:42:05,214,214,"There’s a well-established fnding that people who receive social support during illness (simple caring and nurturing) recover more fully and more quickly. This simple social contact when we’re sick also releases oxytocin, in turn helping to improve health outcomes by reducing stress levels and the hormone cortisol, which can cripple the immune system", Daniel J,False
The Organized Mind ,2021-12-08 22:43:09,215,215,"music has been shown to increase oxytocin levels, especially when people listen to or play music together. A related chemical in", Daniel J,False
The Organized Mind ,2021-12-10 02:03:08,217,217,"These oppositional approaches are sometimes characterized as “the person versus the situation.” Dispositional explanations say, “I was born (or made) that way.” Situational ones (to quote comedian Flip Wilson) say, “The devil made me do it.”", Daniel J,False
The Organized Mind ,2021-12-10 02:06:28,219,219,"There have been dozens of demonstrations of people making incorrect predictions, overweighting the infuence of traits and undervaluing the power of the situation when attempting to explain people’s behavior. This cognitive illusion is so powerful it has a name: the fundamental attribution error", Daniel J,False
The Organized Mind ,2021-12-11 04:05:08,223,223,"Reliance on such primal unconscious cues is eficient, typically yielding accurate judgments with much less efort and cognitive load. In an era of information overload, sometimes outcome-based biases save time, but we need to be aware of them because sometimes they just make us wrong", Daniel J,False
The Organized Mind ,2021-12-11 04:05:22,223,223,Another cognitive illusion that concerns social judgments is that we tend to have a very dificult time ignoring information that has been shown later to be false, Daniel J,False
The Organized Mind ,2021-12-11 22:23:06,227,227,"That is, when asked to judge how disparate are the interests, personalities, and proclivities of the people in our group (the in-group) versus another group (the outgroup), we tend to overestimate the similarities of outgroup members", Daniel J,False
The Organized Mind ,2021-12-11 22:25:55,229,229,"We make generalizations about entire classes of people or things because the brain is a giant inferencing machine, and it uses whatever data it has in its attempt to ensure our survival", Daniel J,False
The Organized Mind ,2021-12-11 22:48:45,245,245,"In fact, most of the prefrontal cortex’s connections to other brain regions are not excitatory; they’re the opposite: inhibitory. That’s because one of the great achievements of the human prefrontal cortex is that it provides us with impulse control and, consequently, the ability to delay gratifcation, something that most animals lack. Try dangling a string in front of a cat or throwing a ball in front of a retriever and see if they can sit still. Because the prefrontal cortex doesn’t fully develop in humans until after age twenty, impulse control isn’t fully developed in adolescents (as many parents of teenagers have observed). It’s also why children and adolescents are not especially good at planning or delaying gratifcation", Daniel J,False
The Organized Mind ,2021-12-11 22:52:09,247,247,"mimicking the damage we see in frontal lobe patients. Heavy drinkers also experience the frontal lobe system double whammy: They may lose certain capabilities, such as impulse control or motor coordination or the ability to drive safely, but they aren’t aware that they’ve lost them—or simply don’t care— so they forge ahead anyway", Daniel J,False
